STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WT01,WT03,WT04,WT05,WT06,WT09,WT11
USC00029464,"WITTMANN 1 SE, AZ US",3/13/1964,,,0,0,0,69,40,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/14/1964,,,0,0,0,74,39,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/15/1964,,,0,0,0,76,39,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/16/1964,,,0,0,0,78,37,70,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/17/1964,,,0,0,0,78,59,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/18/1964,,,0,0,0,74,43,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/19/1964,,,0,0,0,75,44,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/20/1964,,,0,0,0,78,38,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/21/1964,,,0,0,0,76,38,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/22/1964,,,0,0,0,74,48,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/23/1964,,,0.94,0,0,62,48,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/24/1964,,,0,0,0,58,42,54,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/25/1964,,,0,0,0,65,35,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/26/1964,,,0,0,0,72,37,70,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/27/1964,,,0,0,0,78,42,76,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/28/1964,,,0,0,0,77,41,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/29/1964,,,0,0,0,78,43,76,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/30/1964,,,0,0,0,87,44,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",3/31/1964,,,0,0,0,86,60,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/1/1964,,,0,0,0,79,53,69,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/2/1964,,,0,0,0,70,47,55,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/3/1964,,,0,0,0,64,45,59,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/4/1964,,,0,0,0,64,45,59,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/5/1964,,,0,0,0,72,46,66,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/6/1964,,,0,0,0,68,44,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/7/1964,,,0,0,0,80,47,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/8/1964,,,0,0,0,82,48,81,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/9/1964,,,0,0,0,86,47,81,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/10/1964,,,0,0,0,88,48,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/11/1964,,,0,0,0,88,50,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/12/1964,,,0,0,0,90,50,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/13/1964,,,0,0,0,91,48,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/14/1964,,,0,0,0,94,53,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/15/1964,,,0,0,0,97,52,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/16/1964,,,0,0,0,94,53,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/17/1964,,,0,0,0,88,66,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/18/1964,,,0,0,0,88,68,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/19/1964,,,0,0,0,85,53,70,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/20/1964,,,0,0,0,76,40,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/21/1964,,,0,0,0,84,48,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/22/1964,,,0,0,0,83,48,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/23/1964,,,0,0,0,78,48,72,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/24/1964,,,0,0,0,72,48,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/25/1964,,,0,0,0,72,38,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/26/1964,,,0,0,0,88,45,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/27/1964,,,0,0,0,86,47,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/28/1964,,,0,0,0,85,53,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/29/1964,,,0,0,0,82,54,77,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",4/30/1964,,,0,0,0,83,51,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/1/1964,,,0,0,0,82,51,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/2/1964,,,0,0,0,77,53,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/3/1964,,,0,0,0,77,52,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/4/1964,,,0,0,0,77,46,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/5/1964,,,0,0,0,68,37,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/6/1964,,,0,0,0,69,46,67,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/7/1964,,,0,0,0,72,47,68,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/8/1964,,,0,0,0,78,43,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/9/1964,,,0,0,0,82,46,77,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/10/1964,,,0,0,0,90,52,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/11/1964,,,0,0,0,95,55,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/12/1964,,,0,0,0,98,58,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/13/1964,,,0,0,0,97,58,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/14/1964,,,0,0,0,97,58,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/15/1964,,,0,0,0,100,62,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/16/1964,,,0,0,0,99,63,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/17/1964,,,0,0,0,95,58,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/18/1964,,,0,0,0,100,56,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/19/1964,,,0,0,0,103,63,101,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/20/1964,,,0,0,0,102,65,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/21/1964,,,0,0,0,102,66,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/22/1964,,,0,0,0,99,58,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/23/1964,,,0,0,0,99,63,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/24/1964,,,0,0,0,102,64,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/25/1964,,,0,0,0,98,75,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/26/1964,,,0,0,0,97,68,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/27/1964,,,0,0,0,92,64,83,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/28/1964,,,0,0,0,90,56,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/29/1964,,,0,0,0,92,55,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/30/1964,,,0,0,0,95,61,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",5/31/1964,,,0,0,0,97,60,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/1/1964,,,0,0,0,102,64,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/2/1964,,,0,0,0,98,65,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/3/1964,,,0,0,0,97,63,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/4/1964,,,0,0,0,98,65,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/5/1964,,,0,0,0,99,67,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/6/1964,,,0,0,0,100,66,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/7/1964,,,0,0,0,98,70,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/8/1964,,,0,0,0,88,58,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/9/1964,,,0,0,0,88,59,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/10/1964,,,0,0,0,87,57,83,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/11/1964,,,0,0,0,94,54,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/12/1964,,,0,0,0,95,60,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/13/1964,,,0,0,0,100,62,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/14/1964,,,0,0,0,104,65,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/15/1964,,,0,0,0,104,72,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/16/1964,,,0,0,0,102,72,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/17/1964,,,0,0,0,98,68,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/18/1964,,,0,0,0,95,64,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/19/1964,,,0,0,0,96,61,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/20/1964,,,0,0,0,97,63,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/21/1964,,,0,0,0,98,62,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/22/1964,,,0,0,0,104,64,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/23/1964,,,0,0,0,108,70,106,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/24/1964,,,0,0,0,111,72,108,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/25/1964,,,0,0,0,108,76,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/26/1964,,,0,0,0,102,77,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/27/1964,,,0,0,0,104,76,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/28/1964,,,0,0,0,105,77,104,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/29/1964,,,0,0,0,107,76,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",6/30/1964,,,0,0,0,107,78,105,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/1/1964,,,0,0,0,108,72,107,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/2/1964,,,0,0,0,111,74,107,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/3/1964,,,0,0,0,111,75,108,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/4/1964,,,0,0,0,109,75,106,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/5/1964,,,0,0,0,109,74,106,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/6/1964,,,0,0,0,110,72,106,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/7/1964,,,0,0,0,107,77,106,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/8/1964,,,0,0,0,106,80,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/9/1964,,,0,0,0,102,76,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/10/1964,,,0,0,0,106,80,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/11/1964,,,0,0,0,111,81,105,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/12/1964,,,0,0,0,110,79,104,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/13/1964,,,0,0,0,105,78,101,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/14/1964,,,0.25,0,0,104,80,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/15/1964,,,0,0,0,96,71,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/16/1964,,,0,0,0,104,74,103,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/17/1964,,,0,0,0,109,80,105,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/18/1964,,,0,0,0,111,80,109,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/19/1964,,,0,0,0,109,83,104,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/20/1964,,,0,0,0,109,79,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/21/1964,,,0,0,0,108,80,103,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/22/1964,,,0,0,0,106,82,104,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/23/1964,,,0,0,0,109,82,103,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/24/1964,,,0.25,0,0,103,76,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/25/1964,,,0.25,0,0,104,77,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/26/1964,,,0,0,0,98,84,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/27/1964,,,0,0,0,106,75,103,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/28/1964,,,0,0,0,112,80,110,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/29/1964,,,0,0,0,110,84,98,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/30/1964,,,1.6,0,0,98,82,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",7/31/1964,,,0,0,0,92,72,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/1/1964,,,0,0,0,89,72,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/2/1964,,,0,0,0,87,71,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/3/1964,,,0,0,0,98,70,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/4/1964,,,0,0,0,104,75,87,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/5/1964,,,0,0,0,100,75,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/6/1964,,,0,0,0,105,76,101,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/7/1964,,,0,0,0,110,78,108,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/8/1964,,,0,0,0,108,81,104,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/9/1964,,,0.4,0,0,105,80,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/10/1964,,,0,0,0,104,77,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/11/1964,,,0,0,0,102,78,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/12/1964,,,0,0,0,98,72,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/13/1964,,,0,0,0,97,71,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/14/1964,,,0,0,0,96,68,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/15/1964,,,0,0,0,99,74,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/16/1964,,,0,0,0,104,73,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/17/1964,,,0,0,0,105,74,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/18/1964,,,0,0,0,102,80,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/19/1964,,,0,0,0,104,78,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/20/1964,,,0,0,0,102,75,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/21/1964,,,0,0,0,100,75,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/22/1964,,,0,0,0,105,70,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/23/1964,,,0,0,0,106,70,103,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/24/1964,,,0,0,0,105,74,99,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/25/1964,,,0,0,0,101,77,99,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/26/1964,,,0.5,0,0,98,68,80,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/27/1964,,,0,0,0,92,66,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/28/1964,,,0,0,0,94,68,91,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/29/1964,,,0,0,0,95,69,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/30/1964,,,0,0,0,98,67,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",8/31/1964,,,0,0,0,99,66,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/1/1964,,,0,0,0,98,67,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/2/1964,,,0,0,0,100,62,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/3/1964,,,0,0,0,102,63,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/4/1964,,,0,0,0,105,70,100,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/5/1964,,,0,0,0,104,76,102,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/6/1964,,,0,0,0,103,74,86,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/7/1964,,,0,0,0,99,70,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/8/1964,,,0,0,0,98,73,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/9/1964,,,0,0,0,94,72,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/10/1964,,,0,0,0,97,70,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/11/1964,,,0,0,0,100,71,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/12/1964,,,0,0,0,101,72,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/13/1964,,,0.15,0,0,100,71,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/14/1964,,,0.03,0,0,94,68,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/15/1964,,,0,0,0,92,64,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/16/1964,,,0,0,0,94,62,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/17/1964,,,0,0,0,95,61,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/18/1964,,,0,0,0,92,63,88,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/19/1964,,,0,0,0,,,,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/20/1964,,,0,0,0,93,65,89,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/21/1964,,,0,0,0,90,64,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/22/1964,,,0,0,0,,,,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/23/1964,,,0.05,0,0,88,65,83,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/24/1964,,,0,0,0,87,63,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/25/1964,,,0,0,0,87,62,81,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/26/1964,,,0,0,0,91,67,89,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/27/1964,,,0,0,0,93,62,87,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/28/1964,,,0,0,0,95,64,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/29/1964,,,0,0,0,98,62,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",9/30/1964,,,0,0,0,97,65,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/1/1964,,,0,0,0,99,62,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/2/1964,,,0,0,0,99,62,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/3/1964,,,0,0,0,100,63,97,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/4/1964,,,0,0,0,98,63,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/5/1964,,,0,0,0,98,60,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/6/1964,,,0,0,0,99,65,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/7/1964,,,0,0,0,98,63,90,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/8/1964,,,0,0,0,99,66,96,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/9/1964,,,0,0,0,98,65,93,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/10/1964,,,0,0,0,99,64,95,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/11/1964,,,0,0,0,98,64,94,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/12/1964,,,0,0,0,99,58,92,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/13/1964,,,0,0,0,92,61,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/14/1964,,,0,0,0,92,61,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/15/1964,,,0,0,0,87,59,78,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/16/1964,,,0,0,0,80,61,71,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/17/1964,,,0,0,0,79,60,76,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/18/1964,,,0,0,0,88,55,81,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/19/1964,,,0,0,0,89,55,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/20/1964,,,0,0,0,87,56,83,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/21/1964,,,0,0,0,90,53,84,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/22/1964,,,0,0,0,90,52,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/23/1964,,,0,0,0,88,58,85,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/24/1964,,,0,0,0,85,56,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/25/1964,,,0,0,0,88,55,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/26/1964,,,0,0,0,84,52,79,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/27/1964,,,0,0,0,84,55,76,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/28/1964,,,0,0,0,86,58,82,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/29/1964,,,0,0,0,88,60,83,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/30/1964,,,0,0,0,83,55,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",10/31/1964,,,0,0,0,82,47,77,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/1/1964,,,0,0,0,80,50,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/2/1964,,,0,0,0,75,51,71,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/3/1964,,,0,0,0,78,47,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/4/1964,,,0,0,0,78,47,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/5/1964,,,0,0,0,80,47,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/6/1964,,,0,0,0,80,46,75,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/7/1964,,,0,0,0,82,45,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/8/1964,,,0,0,0,82,44,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/9/1964,,,0,0,0,81,48,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/10/1964,,,0,0,0,68,46,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/11/1964,,,0,0,0,64,55,57,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/12/1964,,,0,0,0,66,40,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/13/1964,,,0,0,0,65,46,60,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/14/1964,,,0,0,0,60,44,52,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/15/1964,,,0,0,0,53,33,41,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/16/1964,,,0,0,0,50,32,48,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/17/1964,,,0,0,0,58,27,51,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/18/1964,,,0,0,0,51,34,43,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/19/1964,,,0,0,0,58,29,53,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/20/1964,,,0,0,0,59,29,54,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/21/1964,,,0,0,0,69,29,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/22/1964,,,0,0,0,71,33,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/23/1964,,,0,0,0,73,36,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/24/1964,,,0,0,0,74,38,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/25/1964,,,0,0,0,73,38,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/26/1964,,,0,0,0,71,39,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/27/1964,,,0,0,0,65,39,62,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/28/1964,,,0,0,0,69,37,63,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/29/1964,,,0,0,0,78,42,74,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",11/30/1964,,,0,0,0,82,45,73,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/1/1964,,,0,0,0,73,43,64,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/2/1964,,,0,0,0,68,45,65,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/3/1964,,,0,0,0,65,37,61,,,,,,,
USC00029464,"WITTMANN 1 SE, AZ US",12/4/1964,,,0,0,0,66,35,61,,,,,,,
